generation,n_feasible,Cost_min,Cost_mean,Emissions_min,Emissions_mean
391,20,240996.861645829,342155.0110481869,38191.06842241089,137145.15514197157
392,20,240996.861645829,345575.55381402595,38191.06842241089,134376.80996031803
393,20,240996.861645829,345511.22978014103,38191.06842241089,134454.65137838386
394,20,240996.861645829,349355.7187890699,38191.06842241089,133411.23251999367
395,20,240996.861645829,349355.71878906986,38191.06842241089,133411.23251999367
396,20,240996.861645829,347144.16018566233,38191.06842241089,134094.13169062874
397,20,240996.861645829,347101.51029536116,38191.06842241089,134322.58502497544
398,20,240996.861645829,338548.94075546984,38191.06842241089,141086.49509246266
399,20,240996.861645829,338548.94075546984,38191.06842241089,141086.49509246266
400,20,240996.861645829,338548.94075546984,38191.06842241089,141086.4950924627
401,20,240996.861645829,342881.9011159279,38191.06842241089,139594.3607085816
402,20,240996.861645829,339617.3946522848,38191.06842241089,140566.9138856947
403,20,240996.861645829,350304.7743980058,38191.06842241089,130411.36812145953
404,20,240996.861645829,343711.46853597707,38191.06842241089,136370.20485097586
405,20,240996.861645829,343547.029251682,38191.06842241089,136660.46805442096
406,20,240996.861645829,351611.0146496174,38191.06842241089,126800.95614486576
407,20,240996.861645829,343804.0756999495,38191.06842241089,136031.01155665205
408,20,240996.861645829,343891.90369079786,38191.06842241089,136016.3926748052
409,20,240996.861645829,346806.7257188669,38191.06842241089,138003.03166579086
410,20,240996.861645829,346806.725718867,38191.06842241089,138003.03166579088
411,20,240996.861645829,346578.52470248705,38191.06842241089,138042.93204403695
412,20,240996.861645829,344073.50337981037,38191.06842241089,139261.64937236905
413,20,240996.861645829,346503.342762094,38191.06842241089,138042.93204403695
414,20,240996.861645829,344247.7378540371,38191.06842241089,140519.1434461333
415,20,240996.861645829,342098.5619622919,38191.06842241089,139510.76131530895
416,20,240996.861645829,337112.39497413335,38191.06842241089,147445.51133773098
417,20,240996.861645829,346214.7669335337,38191.06842241089,139712.3178741359
418,20,240996.861645829,346214.7669335337,38191.06842241089,139712.31787413586
419,20,240996.861645829,351234.76910480927,38191.06842241089,132606.37686513507
420,20,240996.861645829,351054.93482699833,38191.06842241089,132823.43978656665
421,20,240996.861645829,358971.74377565307,38191.06842241089,122928.19375864296
422,20,240996.861645829,351254.472624926,38191.06842241089,129662.30604107266
423,20,240996.861645829,351408.381367261,38191.06842241089,129814.03171690888
424,20,240996.861645829,344922.72439204005,38191.06842241089,131389.2423429561
425,20,240996.861645829,340349.75096526335,38191.06842241089,139868.63912511617
426,20,240996.861645829,340349.75096526335,38191.06842241089,139868.63912511617
427,20,240996.861645829,349781.7661333273,38191.06842241089,129738.60294233961
428,20,240996.861645829,349433.29619572137,38191.06842241089,130268.48574251735
429,20,240996.861645829,339676.1947243159,38191.06842241089,141088.70815022214
430,20,240996.861645829,356971.87224512204,38191.06842241089,125777.30980670292
431,20,240996.861645829,359018.7163691906,38191.06842241089,122964.10695100357
432,20,240996.861645829,350343.1568747215,38191.06842241089,129502.43207268308
433,20,240996.861645829,347511.19085346913,38191.06842241089,130647.64666194437
434,20,240996.861645829,347782.8072379907,38191.06842241089,130546.56614931936
435,20,240996.861645829,348341.1419851862,38191.06842241089,129968.66074845343
436,20,240996.861645829,351704.4016996299,38191.06842241089,129000.37283356262
437,20,240996.861645829,351762.53914848535,38191.06842241089,128989.14913131138
438,20,240996.861645829,351275.4926959473,38191.06842241089,128567.90118671992
439,20,240996.861645829,342887.5263011623,38191.06842241089,137376.44953610047
440,20,240996.861645829,341424.53188550804,38191.06842241089,138039.26308440577
441,20,240996.861645829,341198.986064329,38191.06842241089,138039.26308440577
442,20,240996.861645829,341098.5444175318,38191.06842241089,138026.07813032917
443,20,240996.861645829,341098.5444175318,38191.06842241089,138026.0781303292
444,20,240996.861645829,341984.1335262309,38191.06842241089,137937.1023456409
445,20,240996.861645829,341946.5323941047,38191.06842241089,137900.59481003272
446,20,240996.861645829,348628.6876023021,38191.06842241089,131007.00988256966
447,20,240996.861645829,348831.70131613174,38191.06842241089,130919.0457127126
448,20,240996.861645829,348831.70131613174,38191.06842241089,130919.04571271257
449,20,240996.861645829,340825.60236644343,38191.06842241089,138118.4617361941
450,20,240996.861645829,343607.6196318071,38191.06842241089,136761.61987668526
451,20,240996.861645829,343248.83793572325,38191.06842241089,136805.90451638796
452,20,240996.861645829,343248.83793572325,38191.06842241089,136805.90451638796
453,20,240996.861645829,343292.3658689289,38191.06842241089,136789.5552341282
454,20,240996.861645829,346417.26503118314,38191.06842241089,132746.3489939387
455,20,240996.861645829,346335.78312761046,38191.06842241089,132997.82633199572
456,20,240996.861645829,342017.9090376685,38191.06842241089,136174.4825516879
457,20,240996.861645829,341304.9610357562,38191.06842241089,137220.35950674146
458,20,240996.861645829,341987.8362615113,38191.06842241089,136174.4825516879
459,20,240996.861645829,342696.33547584567,38191.06842241089,136010.18223505848
460,20,240996.861645829,342696.3354758456,38191.06842241089,136010.18223505846
461,20,240996.861645829,341512.0890087484,38191.06842241089,135944.92783840658
462,20,240996.861645829,341427.3061642418,38191.06842241089,135935.34286986286
463,20,240996.861645829,342162.3682535747,38191.06842241089,135605.44466781808
464,20,240996.861645829,342930.6693289289,38191.06842241089,135628.9920179118
465,20,240996.861645829,343463.72663094883,38191.06842241089,137367.2199516791
466,20,240996.861645829,344146.6018567038,38191.06842241089,136321.34299662552
467,20,240996.861645829,348682.78344008414,38191.06842241089,130889.93393485066
468,20,240996.861645829,343875.06217331224,38191.06842241089,132546.76673938762
469,20,240996.861645829,347060.67098898464,38191.06842241089,132691.7671306271
470,20,240996.861645829,347060.6709889845,38191.06842241089,132691.7671306271
471,20,240996.861645829,347826.44817341724,38191.06842241089,132850.63522748914
472,20,240996.861645829,348460.047518554,38191.06842241089,132040.01818933673
473,20,240996.861645829,348250.3841889585,38191.06842241089,131918.0141892442
474,20,240996.861645829,340069.5982493705,38191.06842241089,138440.16576372978
475,20,240996.861645829,335721.5579086891,38171.793680069866,139569.44771105066
476,20,240996.861645829,335707.2530328981,38171.793680069866,139581.9380839875
477,20,240996.861645829,353675.2869678394,38171.793680069866,122695.45302000476
478,20,240996.861645829,347165.56498293375,38171.793680069866,131840.36073118178
479,20,240996.861645829,352501.2157418244,38171.793680069866,123224.36567125577
480,20,240996.861645829,349160.92647815513,38171.793680069866,129697.05246073494
481,20,240996.861645829,348619.44746435946,38171.793680069866,131387.20751983838
482,20,240996.861645829,348619.44746435946,38171.793680069866,131387.20751983838
483,20,240996.861645829,343775.5433504236,38171.793680069866,135424.0620381076
484,20,240996.861645829,341539.2965675258,38171.793680069866,138815.88603071528
485,20,240996.861645829,341492.11826432624,38171.793680069866,139049.84788013404
486,20,240996.861645829,343382.30427684064,38171.793680069866,138880.48590350346
487,20,240996.861645829,342967.2322195848,38171.793680069866,139579.8562387184
488,20,240996.861645829,343267.2433388411,38171.793680069866,139067.17657732635
489,20,240996.861645829,343187.67671087565,38171.793680069866,139065.44120276367
490,20,240996.861645829,342780.2262054203,38171.793680069866,139090.41713439074
491,20,240996.861645829,342855.95951590815,38171.793680069866,138952.71914061645
492,20,240996.861645829,342651.470134343,38171.793680069866,139399.34820944993
493,20,240996.861645829,343447.62226004794,38171.793680069866,137810.67893343163
494,20,240996.861645829,339804.2911393188,38171.793680069866,138957.75168938906
495,20,240996.861645829,343192.05760704604,38171.793680069866,138261.44325957302
496,20,240996.861645829,339569.9078701124,38171.793680069866,143509.59713381692
497,20,240996.861645829,337908.80475760216,38171.793680069866,144018.57207808457
498,20,240996.861645829,345328.73072723753,38171.793680069866,132986.7398936784
499,20,240996.861645829,342167.2583422484,38171.793680069866,136250.82729834568
500,20,240996.861645829,342313.1788503117,38171.793680069866,136218.55514376686
