Hour,Community Load,Solar Power,Wind Power,PV Generation,WT Generation,FC Generation,DG Generation,Unmet Energy,Surplus Energy,H2 Capacity
6335,66.5962,0.0,4.99286280556867,0.0,49.9286280556867,0.0,16.667571944313295,0.0,0.0,0.0
6336,49.9463,0.0,4.327405287289575,0.0,43.27405287289575,0.0,0.0,6.672247127104249,0.0,0.0
6337,39.9557,0.0,3.6414715854296738,0.0,36.41471585429674,0.0,0.0,3.5409841457032627,0.0,0.0
6338,33.2964,0.0,3.027625937862106,0.0,30.276259378621063,0.0,0.0,3.0201406213789355,0.0,0.0
6339,26.6371,0.0,2.8657596451583003,0.0,28.657596451583004,0.0,0.0,0.0,0.0,0.03822560854346223
6340,26.6371,0.0,2.787736465862107,0.0,27.87736465862107,0.0,0.0,0.0,0.0,0.06169007505791488
6341,33.2964,0.0,2.5844739220474344,0.0,25.844739220474345,0.9244257747428545,0.0,6.527235004782799,0.0,0.0
6342,83.2427,0.021935194178294575,2.3640211056679536,19.74167476046512,23.640211056679536,0.0,39.86081418285534,0.0,0.0,0.0
6343,133.189,0.06639379431932291,2.2504080615642583,59.75441488739062,22.504080615642582,0.0,50.93050449696679,0.0,0.0,0.0
6344,166.4889,0.11575975441538253,2.0218990075763927,104.18377897384428,20.218990075763926,0.0,42.08613095039179,0.0,0.0,0.0
6345,199.7853,0.1534023541548398,1.9036904534980688,138.0621187393558,19.03690453498069,0.0,42.686276725663504,0.0,0.0,0.0
6346,233.0817,0.16935929358458277,1.8218838921389962,152.42336422612448,18.21883892138996,0.0,62.439496852485576,0.0,0.0,0.0
6347,249.7316,0.182080517984336,1.7634627232123552,163.87246618590243,17.634627232123552,0.0,68.224506581974,0.0,0.0,0.0
6348,249.7316,0.17745685909419917,1.7870877422702707,159.71117318477926,17.870877422702705,0.0,72.14954939251803,0.0,0.0,0.0
6349,216.4318,0.15909006716697188,1.8849470414296747,143.1810604502747,18.849470414296746,0.0,54.40126913542855,0.0,0.0,0.0
6350,199.7853,0.13445466530204517,1.8924337144092676,121.00919877184064,18.924337144092675,0.0,59.8517640840667,0.0,0.0,0.0
6351,183.1354,0.08858865617469434,1.785265166402647,79.72979055722492,17.85265166402647,0.0,85.55295777874862,0.0,0.0,0.0
6352,166.4889,0.04254146710642091,1.7077227181467192,38.28732039577882,17.07722718146719,0.0,111.12435242275399,0.0,0.0,0.0
6353,133.189,0.006473763839318492,1.792560743360177,5.826387455386643,17.92560743360177,0.0,109.43700511101159,0.0,0.0,0.0
6354,183.1354,0.0,1.9776441346188642,0.0,19.77644134618864,0.0,163.35895865381136,0.0,0.0,0.0
6355,199.7853,0.0,2.1078970257297294,0.0,21.078970257297293,0.0,178.7063297427027,0.0,0.0,0.0
6356,183.1354,0.0,2.1856021989806953,0.0,21.856021989806955,0.0,161.27937801019306,0.0,0.0,0.0
6357,149.839,0.0,2.2097932852597895,0.0,22.097932852597893,0.0,127.7410671474021,0.0,0.0,0.0
6358,99.8926,0.0,2.2504080615642583,0.0,22.504080615642582,0.0,77.38851938435742,0.0,0.0,0.0
6359,66.5962,0.0,2.105922930409267,0.0,21.05922930409267,0.0,45.53697069590733,0.0,0.0,0.0
6360,49.9463,0.0,1.8053618684258133,0.0,18.053618684258133,0.0,31.892681315741868,0.0,0.0,0.0
6361,39.9557,0.0,1.631787890232764,0.0,16.317878902327642,0.0,23.637821097672358,0.0,0.0,0.0
6362,33.2964,0.0,1.7274054635102036,0.0,17.274054635102036,0.0,16.022345364897962,0.0,0.0,0.0
6363,26.6371,0.0,1.8218838921389962,0.0,18.21883892138996,0.0,0.0,8.41826107861004,0.0,0.0
6364,26.6371,0.0,1.7309954694142309,0.0,17.30995469414231,0.0,0.0,9.327145305857691,0.0,0.0
